,model,male_dist,split,architecture
3065,3065.pth,0.92,0,a7
3066,3066.pth,0.27,0,a7
3067,3067.pth,0.96,0,a7
3068,3068.pth,0.54,0,a7
3069,3069.pth,0.73,0,a7
3070,3070.pth,0.14,0,a7
3071,3071.pth,0.94,0,a7
3072,3072.pth,0.5,0,a7
3073,3073.pth,0.78,0,a7
3074,3074.pth,0.66,0,a7
3075,3075.pth,0.91,0,a7
3076,3076.pth,0.58,0,a7
3077,3077.pth,0.91,0,a7
3078,3078.pth,0.05,0,a7
3079,3079.pth,0.82,0,a7
3080,3080.pth,0.2,0,a7
3081,3081.pth,0.94,0,a7
3082,3082.pth,0.24,0,a7
3083,3083.pth,0.92,0,a7
3084,3084.pth,0.39,0,a7
3085,3085.pth,0.76,0,a7
3086,3086.pth,0.59,0,a7
3087,3087.pth,0.81,0,a7
3088,3088.pth,0.65,0,a7
3089,3089.pth,0.8,0,a7
3090,3090.pth,0.44,0,a7
3091,3091.pth,0.73,0,a7
3092,3092.pth,0.02,0,a7
3093,3093.pth,0.98,0,a7
3094,3094.pth,0.24,0,a7
3095,3095.pth,0.84,0,a7
3096,3096.pth,0.59,0,a7
3097,3097.pth,0.7,0,a7
3098,3098.pth,0.65,0,a7
3099,3099.pth,0.86,0,a7
3100,3100.pth,0.52,0,a7
3101,3101.pth,0.88,0,a7
3102,3102.pth,0.52,0,a7
3103,3103.pth,0.77,0,a7
3104,3104.pth,0.0,0,a7
3105,3105.pth,0.71,0,a7
3106,3106.pth,0.12,0,a7
3107,3107.pth,0.76,0,a7
3108,3108.pth,0.24,0,a7
3109,3109.pth,0.9,0,a7
3110,3110.pth,0.15,0,a7
3111,3111.pth,0.8,0,a7
3112,3112.pth,0.55,0,a7
3113,3113.pth,0.92,0,a7
3114,3114.pth,0.2,0,a7
3115,3115.pth,0.79,0,a7
3116,3116.pth,0.52,0,a7
3117,3117.pth,0.77,0,a7
3118,3118.pth,0.27,0,a7
3119,3119.pth,1.0,0,a7
3120,3120.pth,0.32,0,a7
3121,3121.pth,0.94,0,a7
3122,3122.pth,0.48,0,a7
3123,3123.pth,0.87,0,a7
3124,3124.pth,0.59,0,a7
3125,3125.pth,1.0,0,a7
3126,3126.pth,0.28,0,a7
3127,3127.pth,0.78,0,a7
3128,3128.pth,0.5,0,a7
3129,3129.pth,0.86,0,a7
3130,3130.pth,0.08,0,a7
3131,3131.pth,0.97,0,a7
3132,3132.pth,0.69,0,a7
3133,3133.pth,0.73,0,a7
3134,3134.pth,0.2,0,a7
3135,3135.pth,0.77,0,a7
3136,3136.pth,0.05,0,a7
3137,3137.pth,0.76,0,a7
3138,3138.pth,0.19,0,a7
3139,3139.pth,0.79,0,a7
3140,3140.pth,0.28,0,a7
3141,3141.pth,0.83,0,a7
3142,3142.pth,0.01,0,a7
3143,3143.pth,0.84,0,a7
3144,3144.pth,0.0,0,a7
3145,3145.pth,0.74,0,a7
3146,3146.pth,0.26,0,a7
3147,3147.pth,0.75,0,a7
3148,3148.pth,0.67,0,a7
3149,3149.pth,0.72,0,a7
3150,3150.pth,0.27,0,a7
3151,3151.pth,0.87,0,a7
3152,3152.pth,0.31,0,a7
3153,3153.pth,0.99,0,a7
3154,3154.pth,0.43,0,a7
3155,3155.pth,0.9,0,a7
3156,3156.pth,0.66,0,a7
3157,3157.pth,0.77,0,a7
3158,3158.pth,0.31,0,a7
3159,3159.pth,0.87,0,a7
3160,3160.pth,0.1,0,a7
3161,3161.pth,0.84,0,a7
3162,3162.pth,0.56,0,a7
3163,3163.pth,0.7,0,a7
3164,3164.pth,0.58,0,a7
3165,3165.pth,0.85,0,a7
3166,3166.pth,0.1,0,a7
3167,3167.pth,0.77,0,a7
3168,3168.pth,0.66,0,a7
3169,3169.pth,0.78,0,a7
3170,3170.pth,0.69,0,a7
3171,3171.pth,0.79,0,a7
3172,3172.pth,0.62,0,a7
3173,3173.pth,0.7,0,a7
3174,3174.pth,0.48,0,a7
3175,3175.pth,0.92,0,a7
3176,3176.pth,0.59,0,a7
3177,3177.pth,0.72,0,a7
3178,3178.pth,0.13,0,a7
3179,3179.pth,0.9,0,a7
3180,3180.pth,0.48,0,a7
3181,3181.pth,0.9,0,a7
3182,3182.pth,0.36,0,a7
3183,3183.pth,0.94,0,a7
3184,3184.pth,0.33,0,a7
3185,3185.pth,0.78,0,a7
3186,3186.pth,0.5,0,a7
3187,3187.pth,0.86,0,a7
3188,3188.pth,0.15,0,a7
3189,3189.pth,0.96,0,a7
3190,3190.pth,0.4,0,a7
3191,3191.pth,0.81,0,a7
3192,3192.pth,0.38,0,a7
3193,3193.pth,0.83,0,a7
3194,3194.pth,0.38,0,a7
3195,3195.pth,0.86,0,a7
3196,3196.pth,0.28,0,a7
3197,3197.pth,0.89,0,a7
3198,3198.pth,0.63,0,a7
3199,3199.pth,0.91,0,a7
3200,3200.pth,0.63,0,a7
3201,3201.pth,0.8,0,a7
3202,3202.pth,0.64,0,a7
3203,3203.pth,0.71,0,a7
3204,3204.pth,0.51,0,a7
3205,3205.pth,0.98,0,a7
3206,3206.pth,0.58,0,a7
3207,3207.pth,0.87,0,a7
3208,3208.pth,0.42,0,a7
3209,3209.pth,0.98,0,a7
3210,3210.pth,0.6,0,a7
3211,3211.pth,0.99,0,a7
3212,3212.pth,0.07,0,a7
3213,3213.pth,0.81,0,a7
3214,3214.pth,0.5,0,a7
3215,3215.pth,0.95,0,a7
3216,3216.pth,0.01,0,a7
3217,3217.pth,0.96,0,a7
3218,3218.pth,0.16,0,a7
3219,3219.pth,0.92,0,a7
3220,3220.pth,0.33,0,a7
3221,3221.pth,0.98,0,a7
3222,3222.pth,0.34,0,a7
3223,3223.pth,0.86,0,a7
3224,3224.pth,0.48,0,a7
3225,3225.pth,0.85,0,a7
3226,3226.pth,0.49,0,a7
3227,3227.pth,0.77,0,a7
3228,3228.pth,0.55,0,a7
3229,3229.pth,0.72,0,a7
3230,3230.pth,0.32,0,a7
3231,3231.pth,0.86,0,a7
3232,3232.pth,0.23,0,a7
3233,3233.pth,1.0,0,a7
3234,3234.pth,0.47,0,a7
3235,3235.pth,0.75,0,a7
3236,3236.pth,0.57,0,a7
3237,3237.pth,0.74,0,a7
3238,3238.pth,0.22,0,a7
3239,3239.pth,0.91,0,a7
3240,3240.pth,0.19,0,a7
3241,3241.pth,0.77,0,a7
3242,3242.pth,0.22,0,a7
3243,3243.pth,0.86,0,a7
3244,3244.pth,0.41,0,a7
3245,3245.pth,0.92,0,a7
3246,3246.pth,0.05,0,a7
3247,3247.pth,0.77,0,a7
3248,3248.pth,0.16,0,a7
3249,3249.pth,0.89,0,a7
3250,3250.pth,0.42,0,a7
3251,3251.pth,0.77,0,a7
3252,3252.pth,0.05,0,a7
3253,3253.pth,0.81,0,a7
3254,3254.pth,0.12,0,a7
3255,3255.pth,0.89,0,a7
3256,3256.pth,0.47,0,a7
3257,3257.pth,0.79,0,a7
3258,3258.pth,0.2,0,a7
3259,3259.pth,0.76,0,a7
3260,3260.pth,0.15,0,a7
3261,3261.pth,0.9,0,a7
3262,3262.pth,0.43,0,a7
3263,3263.pth,0.73,0,a7
3264,3264.pth,0.11,0,a7
3265,3265.pth,0.71,0,a7
3266,3266.pth,0.62,0,a7
3267,3267.pth,0.77,0,a7
3268,3268.pth,0.35,0,a7
3269,3269.pth,0.89,0,a7
3270,3270.pth,0.53,0,a7
3271,3271.pth,0.9,0,a7
3272,3272.pth,0.33,0,a7
3273,3273.pth,0.73,0,a7
3274,3274.pth,0.3,0,a7
3275,3275.pth,0.78,0,a7
3276,3276.pth,0.21,0,a7
3277,3277.pth,0.96,0,a7
3278,3278.pth,0.34,0,a7
3279,3279.pth,0.85,0,a7
3280,3280.pth,0.67,0,a7
3281,3281.pth,0.92,0,a7
3282,3282.pth,0.5,0,a7
3283,3283.pth,0.94,0,a7
3284,3284.pth,0.54,0,a7
3285,3285.pth,0.86,0,a7
3286,3286.pth,0.43,0,a7
3287,3287.pth,0.85,0,a7
3288,3288.pth,0.11,0,a7
3289,3289.pth,0.8,0,a7
3290,3290.pth,0.16,0,a7
3291,3291.pth,0.7,0,a7
3292,3292.pth,0.51,0,a7
3293,3293.pth,0.8,0,a7
3294,3294.pth,0.25,0,a7
3295,3295.pth,0.76,0,a7
3296,3296.pth,0.58,0,a7
3297,3297.pth,0.76,0,a7
3298,3298.pth,0.68,0,a7
3299,3299.pth,0.77,0,a7
3300,3300.pth,0.29,1,a7
3301,3301.pth,0.77,1,a7
3302,3302.pth,0.17,1,a7
3303,3303.pth,0.89,1,a7
3304,3304.pth,0.25,1,a7
3305,3305.pth,0.92,1,a7
3306,3306.pth,0.3,1,a7
3307,3307.pth,0.87,1,a7
3308,3308.pth,0.08,1,a7
3309,3309.pth,0.7,1,a7
3310,3310.pth,0.29,1,a7
3311,3311.pth,0.91,1,a7
3312,3312.pth,0.23,1,a7
3313,3313.pth,0.87,1,a7
3314,3314.pth,0.58,1,a7
3315,3315.pth,0.95,1,a7
3316,3316.pth,0.28,1,a7
3317,3317.pth,0.88,1,a7
3318,3318.pth,0.55,1,a7
3319,3319.pth,0.78,1,a7
3320,3320.pth,0.55,1,a7
3321,3321.pth,0.98,1,a7
3322,3322.pth,0.18,1,a7
3323,3323.pth,0.92,1,a7
3324,3324.pth,0.02,1,a7
3325,3325.pth,0.86,1,a7
3326,3326.pth,0.0,1,a7
3327,3327.pth,0.88,1,a7
3328,3328.pth,0.59,1,a7
3329,3329.pth,0.96,1,a7
3330,3330.pth,0.34,1,a7
3331,3331.pth,0.72,1,a7
3332,3332.pth,0.67,1,a7
3333,3333.pth,0.79,1,a7
3334,3334.pth,0.57,1,a7
3335,3335.pth,0.9,1,a7
3336,3336.pth,0.43,1,a7
3337,3337.pth,0.73,1,a7
3338,3338.pth,0.18,1,a7
3339,3339.pth,0.73,1,a7
3340,3340.pth,0.54,1,a7
3341,3341.pth,0.84,1,a7
3342,3342.pth,0.05,1,a7
3343,3343.pth,0.74,1,a7
3344,3344.pth,0.61,1,a7
3345,3345.pth,0.88,1,a7
3346,3346.pth,0.47,1,a7
3347,3347.pth,0.76,1,a7
3348,3348.pth,0.66,1,a7
3349,3349.pth,0.92,1,a7
3350,3350.pth,0.41,1,a7
3351,3351.pth,0.71,1,a7
3352,3352.pth,0.37,1,a7
3353,3353.pth,0.88,1,a7
3354,3354.pth,0.63,1,a7
3355,3355.pth,0.78,1,a7
3356,3356.pth,0.43,1,a7
3357,3357.pth,0.93,1,a7
3358,3358.pth,0.09,1,a7
3359,3359.pth,0.98,1,a7
3360,3360.pth,0.24,1,a7
3361,3361.pth,0.96,1,a7
3362,3362.pth,0.65,1,a7
3363,3363.pth,0.77,1,a7
3364,3364.pth,0.53,1,a7
3365,3365.pth,0.94,1,a7
3366,3366.pth,0.25,1,a7
3367,3367.pth,0.84,1,a7
3368,3368.pth,0.31,1,a7
3369,3369.pth,0.95,1,a7
3370,3370.pth,0.2,1,a7
3371,3371.pth,0.83,1,a7
3372,3372.pth,0.61,1,a7
3373,3373.pth,0.71,1,a7
3374,3374.pth,0.52,1,a7
3375,3375.pth,0.83,1,a7
3376,3376.pth,0.31,1,a7
3377,3377.pth,0.92,1,a7
3378,3378.pth,0.35,1,a7
3379,3379.pth,0.99,1,a7
3380,3380.pth,0.64,1,a7
3381,3381.pth,0.98,1,a7
3382,3382.pth,0.38,1,a7
3383,3383.pth,0.84,1,a7
3384,3384.pth,0.17,1,a7
3385,3385.pth,0.92,1,a7
3386,3386.pth,0.43,1,a7
3387,3387.pth,0.74,1,a7
3388,3388.pth,0.61,1,a7
3389,3389.pth,0.8,1,a7
3390,3390.pth,0.44,1,a7
3391,3391.pth,0.86,1,a7
3392,3392.pth,0.69,1,a7
3393,3393.pth,0.79,1,a7
3394,3394.pth,0.15,1,a7
3395,3395.pth,0.75,1,a7
3396,3396.pth,0.49,1,a7
3397,3397.pth,0.75,1,a7
3398,3398.pth,0.48,1,a7
3399,3399.pth,0.81,1,a7
3400,3400.pth,0.03,1,a7
3401,3401.pth,0.8,1,a7
3402,3402.pth,0.02,1,a7
3403,3403.pth,0.84,1,a7
3404,3404.pth,0.35,1,a7
3405,3405.pth,1.0,1,a7
3406,3406.pth,0.63,1,a7
3407,3407.pth,0.84,1,a7
3408,3408.pth,0.43,1,a7
3409,3409.pth,0.92,1,a7
3410,3410.pth,0.18,1,a7
3411,3411.pth,0.87,1,a7
3412,3412.pth,0.51,1,a7
3413,3413.pth,0.91,1,a7
3414,3414.pth,0.22,1,a7
3415,3415.pth,0.99,1,a7
3416,3416.pth,0.21,1,a7
3417,3417.pth,0.74,1,a7
3418,3418.pth,0.3,1,a7
3419,3419.pth,0.84,1,a7
3420,3420.pth,0.35,1,a7
3421,3421.pth,0.92,1,a7
3422,3422.pth,0.13,1,a7
3423,3423.pth,0.91,1,a7
3424,3424.pth,0.31,1,a7
3425,3425.pth,0.91,1,a7
3426,3426.pth,0.49,1,a7
3427,3427.pth,0.83,1,a7
3428,3428.pth,0.14,1,a7
3429,3429.pth,0.94,1,a7
3430,3430.pth,0.43,1,a7
3431,3431.pth,0.83,1,a7
3432,3432.pth,0.0,1,a7
3433,3433.pth,0.8,1,a7
3434,3434.pth,0.2,1,a7
3435,3435.pth,0.7,1,a7
3436,3436.pth,0.68,1,a7
3437,3437.pth,0.83,1,a7
3438,3438.pth,0.44,1,a7
3439,3439.pth,0.89,1,a7
3440,3440.pth,0.13,1,a7
3441,3441.pth,0.9,1,a7
3442,3442.pth,0.47,1,a7
3443,3443.pth,0.98,1,a7
3444,3444.pth,0.61,1,a7
3445,3445.pth,0.88,1,a7
3446,3446.pth,0.07,1,a7
3447,3447.pth,0.72,1,a7
3448,3448.pth,0.55,1,a7
3449,3449.pth,0.95,1,a7
3450,3450.pth,0.57,1,a7
3451,3451.pth,0.73,1,a7
3452,3452.pth,0.13,1,a7
3453,3453.pth,0.81,1,a7
3454,3454.pth,0.18,1,a7
3455,3455.pth,0.84,1,a7
3456,3456.pth,0.19,1,a7
3457,3457.pth,0.86,1,a7
3458,3458.pth,0.38,1,a7
3459,3459.pth,0.78,1,a7
3460,3460.pth,0.31,1,a7
3461,3461.pth,0.71,1,a7
3462,3462.pth,0.42,1,a7
3463,3463.pth,0.99,1,a7
3464,3464.pth,0.48,1,a7
3465,3465.pth,0.98,1,a7
3466,3466.pth,0.48,1,a7
3467,3467.pth,0.91,1,a7
3468,3468.pth,0.51,1,a7
3469,3469.pth,0.85,1,a7
3470,3470.pth,0.34,1,a7
3471,3471.pth,0.95,1,a7
3472,3472.pth,0.55,1,a7
3473,3473.pth,0.87,1,a7
3474,3474.pth,0.03,1,a7
3475,3475.pth,0.77,1,a7
3476,3476.pth,0.46,1,a7
3477,3477.pth,0.84,1,a7
3478,3478.pth,0.25,1,a7
3479,3479.pth,0.86,1,a7
3480,3480.pth,0.24,1,a7
3481,3481.pth,0.77,1,a7
3482,3482.pth,0.53,1,a7
3483,3483.pth,0.91,1,a7
3484,3484.pth,0.63,1,a7
3485,3485.pth,0.83,1,a7
3486,3486.pth,0.36,1,a7
3487,3487.pth,0.79,1,a7
3488,3488.pth,0.43,1,a7
3489,3489.pth,0.91,1,a7
3490,3490.pth,0.27,1,a7
3491,3491.pth,0.75,1,a7
3492,3492.pth,0.11,1,a7
3493,3493.pth,0.97,1,a7
3494,3494.pth,0.18,1,a7
3495,3495.pth,0.87,1,a7
3496,3496.pth,0.0,1,a7
3497,3497.pth,0.88,1,a7
3498,3498.pth,0.49,1,a7
3499,3499.pth,0.93,1,a7
3500,3500.pth,0.45,2,a7
3501,3501.pth,0.99,2,a7
3502,3502.pth,0.69,2,a7
3503,3503.pth,0.82,2,a7
3504,3504.pth,0.48,2,a7
3505,3505.pth,0.75,2,a7
3506,3506.pth,0.44,2,a7
3507,3507.pth,0.81,2,a7
3508,3508.pth,0.6,2,a7
3509,3509.pth,1.0,2,a7
3510,3510.pth,0.6,2,a7
3511,3511.pth,0.72,2,a7
3512,3512.pth,0.66,2,a7
3513,3513.pth,0.98,2,a7
3514,3514.pth,0.16,2,a7
3515,3515.pth,0.98,2,a7
3516,3516.pth,0.38,2,a7
3517,3517.pth,0.88,2,a7
3518,3518.pth,0.15,2,a7
3519,3519.pth,0.95,2,a7
3520,3520.pth,0.37,2,a7
3521,3521.pth,0.71,2,a7
3522,3522.pth,0.06,2,a7
3523,3523.pth,0.88,2,a7
3524,3524.pth,0.58,2,a7
3525,3525.pth,0.72,2,a7
3526,3526.pth,0.03,2,a7
3527,3527.pth,0.83,2,a7
3528,3528.pth,0.52,2,a7
3529,3529.pth,0.85,2,a7
3530,3530.pth,0.61,2,a7
3531,3531.pth,0.75,2,a7
3532,3532.pth,0.13,2,a7
3533,3533.pth,0.81,2,a7
3534,3534.pth,0.04,2,a7
3535,3535.pth,0.88,2,a7
3536,3536.pth,0.18,2,a7
3537,3537.pth,0.84,2,a7
3538,3538.pth,0.09,2,a7
3539,3539.pth,0.95,2,a7
3540,3540.pth,0.57,2,a7
3541,3541.pth,1.0,2,a7
3542,3542.pth,0.47,2,a7
3543,3543.pth,0.74,2,a7
3544,3544.pth,0.1,2,a7
3545,3545.pth,0.82,2,a7
3546,3546.pth,0.42,2,a7
3547,3547.pth,0.94,2,a7
3548,3548.pth,0.41,2,a7
3549,3549.pth,0.73,2,a7
3550,3550.pth,0.05,2,a7
3551,3551.pth,0.84,2,a7
3552,3552.pth,0.56,2,a7
3553,3553.pth,0.76,2,a7
3554,3554.pth,0.33,2,a7
3555,3555.pth,0.73,2,a7
3556,3556.pth,0.13,2,a7
3557,3557.pth,0.77,2,a7
3558,3558.pth,0.63,2,a7
3559,3559.pth,0.71,2,a7
3560,3560.pth,0.19,2,a7
3561,3561.pth,0.89,2,a7
3562,3562.pth,0.38,2,a7
3563,3563.pth,1.0,2,a7
3564,3564.pth,0.36,2,a7
3565,3565.pth,0.92,2,a7
3566,3566.pth,0.61,2,a7
3567,3567.pth,0.84,2,a7
3568,3568.pth,0.21,2,a7
3569,3569.pth,0.97,2,a7
3570,3570.pth,0.68,2,a7
3571,3571.pth,0.84,2,a7
3572,3572.pth,0.68,2,a7
3573,3573.pth,0.97,2,a7
3574,3574.pth,0.03,2,a7
3575,3575.pth,0.88,2,a7
3576,3576.pth,0.35,2,a7
3577,3577.pth,1.0,2,a7
3578,3578.pth,0.0,2,a7
3579,3579.pth,0.81,2,a7
3580,3580.pth,0.65,2,a7
3581,3581.pth,0.93,2,a7
3582,3582.pth,0.18,2,a7
3583,3583.pth,0.96,2,a7
3584,3584.pth,0.32,2,a7
3585,3585.pth,0.98,2,a7
3586,3586.pth,0.17,2,a7
3587,3587.pth,0.8,2,a7
3588,3588.pth,0.1,2,a7
3589,3589.pth,0.98,2,a7
3590,3590.pth,0.62,2,a7
3591,3591.pth,0.88,2,a7
3592,3592.pth,0.23,2,a7
3593,3593.pth,0.76,2,a7
3594,3594.pth,0.12,2,a7
3595,3595.pth,0.79,2,a7
3596,3596.pth,0.1,2,a7
3597,3597.pth,0.84,2,a7
3598,3598.pth,0.48,2,a7
3599,3599.pth,0.77,2,a7
3600,3600.pth,0.07,0,a1
3601,3601.pth,0.96,0,a1
3602,3602.pth,0.44,0,a1
3603,3603.pth,0.71,0,a1
3604,3604.pth,0.47,0,a1
3605,3605.pth,0.82,0,a1
3606,3606.pth,0.53,0,a1
3607,3607.pth,0.79,0,a1
3608,3608.pth,0.55,0,a1
3609,3609.pth,0.79,0,a1
3610,3610.pth,0.04,0,a1
3611,3611.pth,0.99,0,a1
3612,3612.pth,0.57,0,a1
3613,3613.pth,0.72,0,a1
3614,3614.pth,0.06,0,a1
3615,3615.pth,0.89,0,a1
3616,3616.pth,0.63,0,a1
3617,3617.pth,0.96,0,a1
3618,3618.pth,0.05,0,a1
3619,3619.pth,0.76,0,a1
3620,3620.pth,0.27,0,a1
3621,3621.pth,0.74,0,a1
3622,3622.pth,0.65,0,a1
3623,3623.pth,0.78,0,a1
3624,3624.pth,0.21,0,a1
3625,3625.pth,0.88,0,a1
3626,3626.pth,0.39,0,a1
3627,3627.pth,0.93,0,a1
3628,3628.pth,0.6,0,a1
3629,3629.pth,0.74,0,a1
3630,3630.pth,0.28,0,a1
3631,3631.pth,0.79,0,a1
3632,3632.pth,0.27,0,a1
3633,3633.pth,0.72,0,a1
3634,3634.pth,0.31,0,a1
3635,3635.pth,0.79,0,a1
3636,3636.pth,0.6,0,a1
3637,3637.pth,0.88,0,a1
3638,3638.pth,0.24,0,a1
3639,3639.pth,0.78,0,a1
3640,3640.pth,0.44,0,a1
3641,3641.pth,0.75,0,a1
3642,3642.pth,0.46,0,a1
3643,3643.pth,0.89,0,a1
3644,3644.pth,0.48,0,a1
3645,3645.pth,0.88,0,a1
3646,3646.pth,0.38,0,a1
3647,3647.pth,0.73,0,a1
3648,3648.pth,0.68,0,a1
3649,3649.pth,0.88,0,a1
3650,3650.pth,0.51,0,a1
3651,3651.pth,0.83,0,a1
3652,3652.pth,0.57,0,a1
3653,3653.pth,0.79,0,a1
3654,3654.pth,0.58,0,a1
3655,3655.pth,0.85,0,a1
3656,3656.pth,0.28,0,a1
3657,3657.pth,0.87,0,a1
3658,3658.pth,0.33,0,a1
3659,3659.pth,0.81,0,a1
3660,3660.pth,0.1,0,a1
3661,3661.pth,0.82,0,a1
3662,3662.pth,0.24,0,a1
3663,3663.pth,0.79,0,a1
3664,3664.pth,0.63,0,a1
3665,3665.pth,0.77,0,a1
3666,3666.pth,0.48,0,a1
3667,3667.pth,0.93,0,a1
3668,3668.pth,0.24,0,a1
3669,3669.pth,0.96,0,a1
3670,3670.pth,0.43,0,a1
3671,3671.pth,0.72,0,a1
3672,3672.pth,0.39,0,a1
3673,3673.pth,0.79,0,a1
3674,3674.pth,0.39,0,a1
3675,3675.pth,0.88,0,a1
3676,3676.pth,0.4,0,a1
3677,3677.pth,0.75,0,a1
3678,3678.pth,0.39,0,a1
3679,3679.pth,0.94,0,a1
3680,3680.pth,0.27,0,a1
3681,3681.pth,0.75,0,a1
3682,3682.pth,0.31,0,a1
3683,3683.pth,0.92,0,a1
3684,3684.pth,0.52,0,a1
3685,3685.pth,0.73,0,a1
3686,3686.pth,0.34,0,a1
3687,3687.pth,0.9,0,a1
3688,3688.pth,0.65,0,a1
3689,3689.pth,0.71,0,a1
3690,3690.pth,0.1,0,a1
3691,3691.pth,0.95,0,a1
3692,3692.pth,0.43,0,a1
3693,3693.pth,0.71,0,a1
3694,3694.pth,0.29,0,a1
3695,3695.pth,0.92,0,a1
3696,3696.pth,0.69,0,a1
3697,3697.pth,0.86,0,a1
3698,3698.pth,0.37,0,a1
3699,3699.pth,0.91,0,a1
3700,3700.pth,0.58,0,a1
3701,3701.pth,0.74,0,a1
3702,3702.pth,0.36,0,a1
3703,3703.pth,0.95,0,a1
3704,3704.pth,0.45,0,a1
3705,3705.pth,0.77,0,a1
3706,3706.pth,0.41,0,a1
3707,3707.pth,0.73,0,a1
3708,3708.pth,0.59,0,a1
3709,3709.pth,0.82,0,a1
3710,3710.pth,0.29,0,a1
3711,3711.pth,0.7,0,a1
3712,3712.pth,0.63,0,a1
3713,3713.pth,0.71,0,a1
3714,3714.pth,0.21,0,a1
3715,3715.pth,0.88,0,a1
3716,3716.pth,0.55,0,a1
3717,3717.pth,0.93,0,a1
3718,3718.pth,0.39,0,a1
3719,3719.pth,0.7,0,a1
3720,3720.pth,0.05,0,a1
3721,3721.pth,0.75,0,a1
3722,3722.pth,0.41,0,a1
3723,3723.pth,0.92,0,a1
3724,3724.pth,0.3,0,a1
3725,3725.pth,0.86,0,a1
3726,3726.pth,0.47,0,a1
3727,3727.pth,0.78,0,a1
3728,3728.pth,0.19,0,a1
3729,3729.pth,0.83,0,a1
3730,3730.pth,0.5,0,a1
3731,3731.pth,0.92,0,a1
3732,3732.pth,0.37,0,a1
3733,3733.pth,0.82,0,a1
3734,3734.pth,0.39,0,a1
3735,3735.pth,0.83,0,a1
3736,3736.pth,0.19,0,a1
3737,3737.pth,0.97,0,a1
3738,3738.pth,0.63,0,a1
3739,3739.pth,0.83,0,a1
3740,3740.pth,0.37,0,a1
3741,3741.pth,0.89,0,a1
3742,3742.pth,0.58,0,a1
3743,3743.pth,0.71,0,a1
3744,3744.pth,0.17,0,a1
3745,3745.pth,0.88,0,a1
3746,3746.pth,0.15,0,a1
3747,3747.pth,0.78,0,a1
3748,3748.pth,0.64,0,a1
3749,3749.pth,0.83,0,a1
3750,3750.pth,0.23,0,a1
3751,3751.pth,0.77,0,a1
3752,3752.pth,0.12,0,a1
3753,3753.pth,0.73,0,a1
3754,3754.pth,0.04,0,a1
3755,3755.pth,0.76,0,a1
3756,3756.pth,0.67,0,a1
3757,3757.pth,0.97,0,a1
3758,3758.pth,0.07,0,a1
3759,3759.pth,0.75,0,a1
3760,3760.pth,0.55,0,a1
3761,3761.pth,0.76,0,a1
3762,3762.pth,0.09,0,a1
3763,3763.pth,0.7,0,a1
3764,3764.pth,0.62,0,a1
3765,3765.pth,0.89,0,a1
3766,3766.pth,0.68,0,a1
3767,3767.pth,0.88,0,a1
3768,3768.pth,0.15,0,a1
3769,3769.pth,0.78,0,a1
3770,3770.pth,0.61,0,a1
3771,3771.pth,0.74,0,a1
3772,3772.pth,0.2,0,a1
3773,3773.pth,0.87,0,a1
3774,3774.pth,0.64,0,a1
3775,3775.pth,0.89,0,a1
3776,3776.pth,0.37,0,a1
3777,3777.pth,0.98,0,a1
3778,3778.pth,0.1,0,a1
3779,3779.pth,0.73,0,a1
3780,3780.pth,0.24,0,a1
3781,3781.pth,0.89,0,a1
3782,3782.pth,0.4,0,a1
3783,3783.pth,0.78,0,a1
3784,3784.pth,0.35,0,a1
3785,3785.pth,0.96,0,a1
3786,3786.pth,0.14,0,a1
3787,3787.pth,0.81,0,a1
3788,3788.pth,0.61,0,a1
3789,3789.pth,0.84,0,a1
3790,3790.pth,0.63,0,a1
3791,3791.pth,0.72,0,a1
3792,3792.pth,0.5,0,a1
3793,3793.pth,0.97,0,a1
3794,3794.pth,0.61,0,a1
3795,3795.pth,0.96,0,a1
3796,3796.pth,0.27,0,a1
3797,3797.pth,0.94,0,a1
3798,3798.pth,0.03,0,a1
3799,3799.pth,0.89,0,a1
3800,3800.pth,0.07,0,a1
3801,3801.pth,0.78,0,a1
3802,3802.pth,0.08,0,a1
3803,3803.pth,0.74,0,a1
3804,3804.pth,0.65,0,a1
3805,3805.pth,0.91,0,a1
3806,3806.pth,0.64,0,a1
3807,3807.pth,0.73,0,a1
3808,3808.pth,0.42,0,a1
3809,3809.pth,0.85,0,a1
3810,3810.pth,0.53,0,a1
3811,3811.pth,0.72,0,a1
3812,3812.pth,0.41,0,a1
3813,3813.pth,1.0,0,a1
3814,3814.pth,0.49,0,a1
3815,3815.pth,0.73,0,a1
3816,3816.pth,0.28,0,a1
3817,3817.pth,0.73,0,a1
3818,3818.pth,0.3,0,a1
3819,3819.pth,0.97,0,a1
3820,3820.pth,0.05,0,a1
3821,3821.pth,0.85,0,a1
3822,3822.pth,0.6,0,a1
3823,3823.pth,0.93,0,a1
3824,3824.pth,0.54,0,a1
3825,3825.pth,0.97,0,a1
3826,3826.pth,0.33,0,a1
3827,3827.pth,0.94,0,a1
3828,3828.pth,0.24,0,a1
3829,3829.pth,0.82,0,a1
3830,3830.pth,0.61,0,a1
3831,3831.pth,0.97,0,a1
3832,3832.pth,0.04,0,a1
3833,3833.pth,0.8,0,a1
3834,3834.pth,0.31,0,a1
3835,3835.pth,0.94,0,a1
3836,3836.pth,0.52,0,a1
3837,3837.pth,0.76,0,a1
3838,3838.pth,0.3,0,a1
3839,3839.pth,0.87,0,a1
3840,3840.pth,0.29,0,a1
3841,3841.pth,0.71,0,a1
